	g__Acinetobacter	g__Afipia	g__Akkermansia	g__Anaerostipes	g__Bacillus	g__Bacteroides	g__Bifidobacterium	g__Bilophila	g__Blautia	g__Bosea	g__Bradyrhizobium	g__Butyricimonas	g__Caloramator	g__Campylobacter	g__Catenibacterium	g__Clostridium	g__Collinsella	g__Coprococcus	g__Corynebacterium	g__Desulfovibrio	g__Dialister	g__Dorea	g__Enterobacter	g__Enterococcus	g__Eubacterium	g__Faecalibacterium	g__Fusobacterium	g__Haemophilus	g__Jonquetella	g__Lachnobacterium	g__Lachnospira	g__Lactobacillus	g__Megamonas	g__Megasphaera	g__Methylobacterium	g__Micrococcus	g__Mobiluncus	g__Neisseria	g__Odoribacter	g__Oscillospira	g__Paenibacillus	g__Parabacteroides	g__Paraprevotella	g__Peptoniphilus	g__Peptostreptococcus	g__Phascolarctobacterium	g__Phyllobacterium	g__Prevotella	g__Propionibacterium	g__Pseudomonas	g__Ralstonia	g__Roseburia	g__Ruminococcus	g__Salmonella	g__Shewanella	g__SMB53	g__Streptococcus	g__Sutterella	g__Veillonella
g__Neisseria	-0.2285311694941	0.0791298744311785	-0.0640324604285714	0.0353618708260908	-0.0151206881832653	-0.0239808633079558	0.131209249492522	-0.188710960538566	-0.146885346809533	0.164684038317282	-0.020662654198014	0.0972159094170812	-0.10387600735031	-0.05222415335347	-0.236135477724795	0.151586045511005	0.00221944542513523	-0.0241500107599011	0.154222483819622	-0.267880552624055	-0.340552013444086	0.0687271571635245	-0.0842973131059205	-0.201697385238872	-0.269766022535156	0.0273256764582474	-0.276921895111609	0.293724098136739	0.0781173907647563	-0.26102254010135	0.0318631554772222	0.259227441994685	0.0711470237366977	-0.0966032600596383	0.0558848083544583	-0.183824312740187	-0.193018676084827	1	0.156179648648649	0.0239092964152042	-0.0397415528732097	1.86585512831874e-05	0.221041076291087	0.359906449218755	-0.115708242672797	0.195134139019469	0.12939863769017	-0.0586751115507835	0.165807903633622	0.176337081868892	-0.0936163719344879	-0.207637590210923	-0.0562067513668184	-0.202640610175643	0.173510497140718	0.207103951248481	0.16119419009736	-0.221705916053144	0.374220729377307
g__Odoribacter	-0.170792933645235	-0.270687894826493	-0.048867705593427	0.0998804777940749	-0.291089743104906	0.187353931104122	0.0704279154705331	0.0931459117122579	-0.0074267927610307	0.501871364542259	-0.0827376305965837	-0.0230597195959752	-0.214801978258054	0.00597911627909405	0.132289209336013	0.156259639193402	0.13300377307776	-0.015516816476675	-0.246401143806156	0.00876628381043423	0.0320154835046405	-0.0575793703839858	-0.118617523071764	-0.0693940215315556	0.110373440539233	0.0345474893113453	-0.0307761665248064	0.102801048818166	-0.0284264878076208	0.0642107763046721	0.195174388713791	-0.0216652344341739	0.0303082158497768	0.45814069789731	-0.239131229609553	0.0463816231823087	-0.0809101965711234	0.156179648648649	1	0.106940574739845	-0.0573721689902904	0.0405601795170593	0.263958239921844	0.208787287605632	-0.160668443441138	-0.136871350240363	-0.184562573530646	-0.229073638672862	-0.232845644042422	-0.00553564162950894	-0.15451444025992	0.176095993523879	0.037773537817806	-0.293995480190434	0.3795412957643	0.108087215399139	-0.223764045706487	0.176745768510126	0.0762104237888517
g__Oscillospira	-0.408487636410809	0.140678466704587	0.256733562081776	0.213706346332803	-0.115993635353731	0.282120430065638	-0.211372247697965	0.163319764501712	0.230334990069044	-0.266231841755701	-0.112274056594198	0.16586979407083	-0.158206942698182	-0.028605553181759	-0.340764511492086	0.406663789291966	0.270226152991809	0.145548786445741	0.245576017478552	-0.113174722528076	-0.120689002336954	0.0994375790705677	0.0476488560109258	-0.364438709240605	0.0839363491829255	0.522773026013975	0.215116177790958	0.132255505889554	0.0417814377226889	-0.0417596815847485	-0.158346211728829	0.0573437488283123	-0.0202496757637958	0.021604769735958	-0.0794113410029534	-0.277483018388073	-0.194495326455126	0.0239092964152042	0.106940574739845	1	-0.414590816071361	0.128605297348683	0.122257929111098	0.119342528457159	0.0365757261058641	0.0629440973396128	-0.258073243523915	0.0640687872832533	-0.199495291797458	-0.224069647274152	0.0304986417417254	0.193814954035252	-0.10374852334799	0.156145749314846	-0.029902793744289	0.161275260616864	-0.0391127917462567	-0.0178193202932382	0.101430776980539
g__Paenibacillus	0.119481406551617	-0.0711881789008558	0.159163385202571	-0.0763837193154012	0.176773615178674	-0.155812347527396	-0.0362835597885356	0.118118031565955	-0.0696911591558756	-0.0422896650028718	0.15809127361139	-0.116032517915717	0.0818245550913633	0.218173237701884	0.172336638847517	0.00311911667367103	-0.339265842176987	0.0336991704155967	-0.110195394832927	0.0305628880825399	0.00679821154018929	-0.0712913349625953	-0.107558990049654	0.214563293443516	0.0761483504603956	-0.334684483707754	-0.115858849096463	-0.092453631036421	0.025122585718595	-0.227253198308174	-0.118966794202095	-0.14747120609097	-0.301039094417923	0.082130114381068	-0.062659008487682	0.229660378203245	0.0994169910862151	-0.0397415528732097	-0.0573721689902904	-0.414590816071361	1	0.1320105430501	-0.0585508045624455	0.0657721696047854	-0.265011296620378	-0.0189935584440386	0.0850913303772184	-0.0732918388440808	0.246747036055357	0.29693140889073	0.320235188018047	-0.330591938757727	-0.0788802566181697	-0.056434057457801	0.0549418768569281	-0.169789356188953	0.170705555284142	-0.119097765237573	0.250306125597236
g__Parabacteroides	-0.184444549222172	-0.0506090911055073	-0.117743253434471	0.249982001463986	0.0889772923021205	0.255994731113798	0.103348815236525	0.146658299679544	0.396922521912957	-0.0814033565847827	0.0106388923531382	-0.235316184100328	-0.273390103180216	-0.0547948690405881	-0.010165658537214	0.433518916722517	0.137414005985407	0.157852493213863	-0.27486298759054	0.0357003275383409	0.144531310789492	0.4915243154945	-0.0628693173956587	0.0956953012943826	0.309395074718267	0.00124396291056101	-0.0800449337060128	0.145306652257	-0.0193636273733811	-0.0719816210802088	0.161894714041823	-0.136035583006296	-0.058203060494012	0.00971261331255507	-0.134222063398884	-0.192603939630702	-0.41818432628321	1.86585512831874e-05	0.0405601795170593	0.128605297348683	0.1320105430501	1	0.0363758984259331	0.0410990184938502	-0.161591431773146	-0.113492464139239	0.0217379297249841	-0.0730875316280627	-0.152076100090411	-0.247371985789179	-0.0509255833956631	0.471323833677089	0.153540023285018	-0.266252059088058	0.0445866450326249	0.101888634950526	-0.198189536060973	0.266232409083513	0.0740034496397781
g__Paraprevotella	-0.0875312225093767	0.000806475353852589	-0.0665022584138087	0.268926892189641	-0.0827722691201957	0.209015829549365	-0.0436788894942013	-0.0367634150264467	-0.0479088721774764	0.0655490291922491	-0.0487157764948882	0.0398510189196112	-0.144408753270854	0.069097158098679	-0.199323027240245	0.124253711676793	0.00510416447226175	-0.0355881737725137	0.0820773847447872	-0.0985893869254206	-0.02664627144485	0.0116904540785526	0.258863040642308	0.178583340025414	-0.110339096638052	0.0452738326671295	-0.122763811729162	0.308347301855351	0.0420428900849974	-0.252054717173676	0.036903582992341	-0.106190359583093	0.00333396799788166	-0.098603719641276	0.0367493454537106	-0.168049460664047	0.132976972110237	0.221041076291087	0.263958239921844	0.122257929111098	-0.0585508045624455	0.0363758984259331	1	0.264145641676893	-0.16757247890359	-0.0798954188388629	-0.0930634317947153	0.127226469897584	-0.245382574059098	0.0389454711714139	-0.148790634652407	0.0199095797093142	0.0323784533024059	0.0566833646236469	-0.204179167594165	0.195252912550812	-0.271298043800142	-0.221395951452613	0.281928650559158
g__Peptoniphilus	-0.105619556493366	0.0663394150674137	0.162618027035548	-0.0935733427987844	-0.0439820725899156	-0.0732756675643702	0.0435342069242357	0.270654261670637	-0.202026440847213	0.0805625626548936	-0.446152802625339	-0.132682225813409	-0.064787409604638	0.428970806800576	-0.243839006080299	-0.00476588301826094	-0.0550874847132201	-0.10331641077531	0.0520370528876031	0.0480590618288954	-0.143413625529163	0.0134896361127137	-0.0743008453279541	-0.0657835765288022	-0.0764978894696492	-0.00727657128740991	0.17001672487391	0.179675941404263	0.0540556330014705	-0.0899319602218015	0.149105104340536	-0.000713994888620045	0.0704714599987958	-0.13477740573196	-0.112566527459797	0.00233603201300362	-0.107808877197909	0.359906449218755	0.208787287605632	0.119342528457159	0.0657721696047854	0.0410990184938502	0.264145641676893	1	0.102945241594733	0.14225304427306	-0.264957720418002	0.252242949561135	-0.216353209900194	-0.0926615236300493	-0.135293647258654	-0.256732876518422	-0.169233131532394	-0.221221055072882	-0.0348209274635113	-0.0453753703063607	0.239927150445858	-0.13188843250452	0.539518262193037
g__Peptostreptococcus	0.106558285132052	0.125923497719127	-0.0526250423438775	0.0162441132025564	-0.000247426175938675	0.0252358558385634	-0.0387269853180791	-0.0793118244646543	-0.0371716353290501	-0.0494124681211278	-0.190080203278272	-0.0392690416779812	0.276772915256334	0.270695366975861	-6.60651871174506e-05	-0.360247590933436	-0.0411639219110053	-0.252065820934571	0.221538641575401	0.192278386941918	0.110127065885393	-0.129895759403028	-0.045958614396182	-0.130315931851039	0.0418390838479065	0.0576730709224303	0.625551178712115	-0.224585889815642	-0.113811527291392	0.198053661878151	-0.22509982562897	-0.144352074636794	0.386426393671708	-0.163514817779947	0.167970421409759	0.388647637372841	0.0327853251576766	-0.115708242672797	-0.160668443441138	0.0365757261058641	-0.265011296620378	-0.161591431773146	-0.16757247890359	0.102945241594733	1	-0.0800748751252596	0.171897591325902	0.166585541073619	0.140173690595126	0.0271482207833445	-0.206426086410138	-0.0723735950088243	0.0446042978479636	0.16773223305377	-0.0628674793367359	-0.0664117278196952	0.175051932204601	0.211379610252543	-0.125343897272612
g__Phascolarctobacterium	0.275526367128965	0.0532497816794051	0.159270759722217	0.091580643014433	-0.0801480106075447	-0.225362369623695	0.0135259423070862	-0.0582819930112595	-0.237485092838272	-0.0923292097873764	-0.103830535784568	0.167085933779499	0.0874828809154821	-0.121521975120603	0.0662296149159861	0.23113707121044	0.00886295581365413	0.0715467197244431	0.100755601525107	-0.130305032987496	-0.300800551714344	-0.0384717663817081	-0.0540456581369001	-0.0947920791736466	-0.139084447979123	0.176627644054717	-0.0994136234173825	0.221066680832635	0.0907960070279839	0.0432811994871915	0.113972774142904	0.158483590491814	-0.0725288019894419	-0.027576839546075	-0.124977480006093	-0.158954927082121	-0.135856515322218	0.195134139019469	-0.136871350240363	0.0629440973396128	-0.0189935584440386	-0.113492464139239	-0.0798954188388629	0.14225304427306	-0.0800748751252596	1	-0.090816729631067	0.29803091178427	0.199044089689135	-0.135959401829969	-0.0500123595057577	-0.0158659404611098	0.0172562040773125	-0.144108776730521	-0.150365991895721	0.0111195429972795	0.0905344121497702	-0.133028014299648	0.123090803802371
g__Phyllobacterium	0.12701877009122	0.242639121742727	-0.153065678136131	-0.171843743686183	0.372524650816891	-0.131398921389602	-0.0131698999017096	-0.027697612473504	-0.00438763976181893	0.230891567863411	0.379231677328336	-0.000217251258532317	0.275174935481996	-0.01152278630114	-0.0800544304228847	-0.194223374365246	-0.329701263867878	-0.194567526203904	0.209943572627143	-0.182485506348039	0.206314535985141	-0.0235083924756501	0.0899124903615743	0.21471853053898	-0.0341185863441285	-0.236220617751718	0.0975669082504264	-0.304808807706946	-0.167572960572742	-0.114103377256383	-0.234709150346269	0.0351435957096779	0.0057004888395389	-0.151044564917706	0.439454945788744	0.201962872448018	0.231862931913847	0.12939863769017	-0.184562573530646	-0.258073243523915	0.0850913303772184	0.0217379297249841	-0.0930634317947153	-0.264957720418002	0.171897591325902	-0.090816729631067	1	-0.0557036794773058	0.588216834842518	0.267537027458533	0.0190918608450578	0.0664297924468456	0.0943219346624424	0.269200875644459	-0.161432989562613	-0.0648490116264213	0.0323348400609969	-0.123465478130047	-0.105019176627486
g__Prevotella	0.206673325914761	0.0652316178304793	-0.0603953734452553	-0.053464600262958	-0.00948686411267291	-0.266361116336467	-0.132558742274313	0.111509150215915	0.0207008432644855	-0.0209222751624428	-0.200309836092082	0.146450590347093	0.191782130036737	0.298304720739432	-0.136967975158584	-0.133456605825906	-0.20755938528209	0.0532707777699584	0.271011466095956	0.0421606932738656	0.0843304442472136	0.0516793877684738	-0.066849834154378	-0.134554093240349	-0.0730119081243461	-0.0326513600167204	0.184902565183057	-0.0778777072614251	0.109812415222669	-0.0354440387979565	-0.0940136989501127	-0.20939534504368	-0.118734954869097	-0.141602514489598	0.135574931213956	-0.115917835261963	0.145950604160695	-0.0586751115507835	-0.229073638672862	0.0640687872832533	-0.0732918388440808	-0.0730875316280627	0.127226469897584	0.252242949561135	0.166585541073619	0.29803091178427	-0.0557036794773058	1	0.0894785323981914	-0.109301504432288	-0.283962821602053	-0.14997071782886	-0.122044259188953	0.00158708509912253	-0.283471645004257	0.0727361076792973	0.185303323881501	-0.298443699827635	0.236860775802785
g__Propionibacterium	0.172557563807051	0.294591630733786	0.060477275958311	-0.103899262276582	0.416881061693459	-0.13985861487669	0.128739275488424	-0.166956563466328	-0.106413885175691	0.188776703080543	0.477706387317508	0.124395191555149	0.599904543589758	-0.0389443009272301	-0.105281916706951	-0.125265398282339	-0.37600841299647	-0.0186459691441622	0.269980741168715	-0.124536798405932	-0.0104542986356487	-0.0779063722910331	-0.128363591614991	-0.00304249596643305	-0.0379384843130433	-0.182383520355701	0.113779291302882	-0.219486202386111	-0.249613250500333	-0.0820002834141393	-0.159180003097121	0.205181674046103	-0.101065947063228	-0.260738895993071	0.404334736806127	0.101563785546127	0.162012856623491	0.165807903633622	-0.232845644042422	-0.199495291797458	0.246747036055357	-0.152076100090411	-0.245382574059098	-0.216353209900194	0.140173690595126	0.199044089689135	0.588216834842518	0.0894785323981914	1	0.245500723077435	0.0447037852054673	-0.22522188549293	-0.0453238510330734	0.242349858983733	-0.124849565676331	-0.232069926369121	0.153019274123199	-0.208266047229307	0.107873798886753
g__Pseudomonas	-0.0622825434820263	0.0396172632333693	0.0257713561853257	-0.132420542450289	-0.122685878979758	0.037101539594126	0.080836359844606	0.12297323342888	-0.384907940426659	-0.0585063561241035	0.217487434407401	0.118998756962866	0.19867733460871	-0.0623489533640735	0.0454127959820598	-0.0641322339546629	-0.317369317973975	-0.456026388283161	0.113301338656261	-0.10479550372321	-0.476195515255921	-0.239868563703363	0.24771127316283	0.0902964168416936	0.0706129076696076	-0.126636960198886	-0.00340226393860676	-0.0662916690994697	-0.0773520010036829	0.0162358832000998	-0.191424927051601	0.185165797832844	-0.0827538446002164	0.0345847044086488	0.165929871206142	0.107319482514363	0.275096929781388	0.176337081868892	-0.00553564162950894	-0.224069647274152	0.29693140889073	-0.247371985789179	0.0389454711714139	-0.0926615236300493	0.0271482207833445	-0.135959401829969	0.267537027458533	-0.109301504432288	0.245500723077435	1	0.109320479409212	-0.239206013462432	0.0698392165905609	0.231990700416832	-0.0146329576204366	-0.0570640565991993	0.0719623844630026	-0.161546725229751	0.125057364360555
g__Ralstonia	-0.130796516488739	0.00991287915117424	-0.00325700525870148	-0.121524792852689	0.165637135197037	0.145498067761823	-0.179158643405242	0.100924622977922	0.038672673762339	-0.214984746478952	0.164808820096759	0.134000544928237	0.106303181738509	-0.171961665270364	0.120283221793656	0.189616009898222	0.106808655236231	0.124098095216977	-0.168293606410138	-0.0273755283757274	-0.16411055366929	0.163164850985678	0.0674872987504521	0.0888274948427298	0.136392062280663	0.113480315296009	-0.236590779178095	0.03307252224248	-0.0942279742013041	-0.0764009292453236	0.0363811694827505	0.323549249255686	-0.197727843871776	0.166172439371098	0.0303842251781341	0.0534535437021998	0.193195717088453	-0.0936163719344879	-0.15451444025992	0.0304986417417254	0.320235188018047	-0.0509255833956631	-0.148790634652407	-0.135293647258654	-0.206426086410138	-0.0500123595057577	0.0190918608450578	-0.283962821602053	0.0447037852054673	0.109320479409212	1	-0.19479172965606	-0.0318515532676049	0.277019370486732	0.121372737134696	-0.0109555971065823	0.230514732631488	-0.206858030677207	-0.140268297380142
g__Roseburia	0.103012842091795	-0.141601542887457	-0.214473779453507	0.320371277779696	-0.0774086250924474	0.307029985247626	-0.0335499867582682	0.0711457117796187	0.411865192608853	0.0036612454659967	-0.0855850562469411	0.152197531110165	-0.377431878868501	-0.181038239566904	0.0959660860800894	0.314138330740646	0.381801353641488	0.0260166639977134	-0.157456728615705	0.0028353045659462	0.235130389239395	0.326312481160486	0.0441365339176898	0.0215771654835526	0.152737161625957	0.154421656619905	-0.0129842883789988	-0.0630904460418384	0.0551920361627442	0.147322602746946	0.232961792965349	-0.104850201572622	0.125229713335857	0.0631411880262241	-0.13256126889932	-0.167543906354278	-0.178505565870263	-0.207637590210923	0.176095993523879	0.193814954035252	-0.330591938757727	0.471323833677089	0.0199095797093142	-0.256732876518422	-0.0723735950088243	-0.0158659404611098	0.0664297924468456	-0.14997071782886	-0.22522188549293	-0.239206013462432	-0.19479172965606	1	0.417923774424816	-0.197945301515402	-0.0851788136215473	0.179958585252661	-0.314875673481663	0.383504943113711	-0.29996468847002
g__Ruminococcus	0.0507305136252754	-0.25975224585076	-0.0505596229588035	0.33635167086553	-0.268050498780006	0.305460570200773	0.0235877485095464	0.155569544263568	-0.101339772624668	0.0809386976662253	-0.285027255740022	0.179233415821528	-0.154981188691178	-0.164425307881162	0.0859453472877276	-0.00273952374097409	0.286488340406339	-0.0776925486022273	-0.118553239422904	0.0349601273200708	0.131849911658846	-0.0406490132350487	0.542656514277817	0.117501642069278	0.0177391481599864	0.213795742581475	-0.0160733591673161	0.0334191315104879	0.095142670375688	0.0766184366537062	-0.0171219948766683	0.0306605244275576	0.218024130537041	0.0791558441362938	-0.422305459869726	-0.0480105054704361	-0.00303537643746725	-0.0562067513668184	0.037773537817806	-0.10374852334799	-0.0788802566181697	0.153540023285018	0.0323784533024059	-0.169233131532394	0.0446042978479636	0.0172562040773125	0.0943219346624424	-0.122044259188953	-0.0453238510330734	0.0698392165905609	-0.0318515532676049	0.417923774424816	1	-0.112176347812125	0.107064042747953	0.410618073495576	-0.193091048101467	0.0996377505175152	-2.82306086964157e-05
g__Salmonella	-0.0761880943542192	0.253247050864639	0.112589799404484	-0.151893839845083	0.127092705589075	0.306809178648679	-0.218819464303078	-0.0551611484819798	-0.148108875618131	-0.285143792923341	0.151766111121217	0.190001094906254	0.32703619542603	-0.134149462740541	-0.139859926884305	0.0195284207464444	-0.20766123961981	-0.292481064418842	0.439031182025584	0.136165270269844	-0.00363971777390446	0.0956321689674064	0.421610350296206	0.141318833454641	0.0810619592391164	0.0702479535803308	0.221188394970907	-0.117063194305583	-0.0381518862976313	-0.131602364193118	-0.483015011725941	-0.00669347886586101	-0.0118862682726859	-0.15501459484505	0.275052604872475	0.132238766662219	0.373406021482875	-0.202640610175643	-0.293995480190434	0.156145749314846	-0.056434057457801	-0.266252059088058	0.0566833646236469	-0.221221055072882	0.16773223305377	-0.144108776730521	0.269200875644459	0.00158708509912253	0.242349858983733	0.231990700416832	0.277019370486732	-0.197945301515402	-0.112176347812125	1	-0.156530791413887	-0.063635423406378	-0.166364900625028	-0.136124805498768	-0.263285202908611
g__Shewanella	-0.0469309243120496	-0.199849014755397	0.0292797266484215	0.044922487034758	-0.232275701174574	0.00714304774870355	-0.0153591695587794	-0.190872401230091	-0.0627646277001945	0.120367555092865	-0.0202984194580174	-0.106452552364676	-0.0460294631199893	-0.19198197206657	0.224055997637353	0.13153814343987	0.279787986505657	0.072198952608861	-0.119965051582599	-0.019960060017189	-0.0414123539501925	0.0472657516253994	-0.0490753611472073	-0.183849141895824	0.0828082159346636	0.0798099931138827	-0.259287730362708	0.266436768494087	0.261760407472289	-0.0212711794909397	0.102665868087658	0.0916170753521134	0.0813963303457774	0.37308962691944	-0.22699749966111	0.146046695751351	-0.14162180581197	0.173510497140718	0.3795412957643	-0.029902793744289	0.0549418768569281	0.0445866450326249	-0.204179167594165	-0.0348209274635113	-0.0628674793367359	-0.150365991895721	-0.161432989562613	-0.283471645004257	-0.124849565676331	-0.0146329576204366	0.121372737134696	-0.0851788136215473	0.107064042747953	-0.156530791413887	1	0.212697801753153	-0.0601151865644843	0.181668735049974	0.01180550142721
g__SMB53	-0.035140984795935	-0.446182375357927	-0.258279911670848	0.329931392858793	-0.464310794697933	0.327370276284297	0.060455963621284	-0.073049353878511	0.323460102208746	0.0241898069932938	-0.266879045334965	0.168278811399749	-0.204724059111302	-0.203197530773409	0.137881564640055	0.157771006060336	0.247279756732075	0.254107178752983	-0.166290504651888	-0.0773464199871872	0.116539422449967	0.155038429563893	0.126864636799155	0.11132225109601	0.020560599279518	0.263797707217432	-0.225678338706137	0.062059959759293	0.259562682674583	0.110902213860396	-0.0539749134639523	0.0662939461869249	0.123546213834782	0.342376776653759	-0.234109699909327	-0.0550277248835559	0.0634547385768712	0.207103951248481	0.108087215399139	0.161275260616864	-0.169789356188953	0.101888634950526	0.195252912550812	-0.0453753703063607	-0.0664117278196952	0.0111195429972795	-0.0648490116264213	0.0727361076792973	-0.232069926369121	-0.0570640565991993	-0.0109555971065823	0.179958585252661	0.410618073495576	-0.063635423406378	0.212697801753153	1	-0.243720490356954	-0.131879912224242	0.00382976487707943
g__Streptococcus	0.0863235108596248	0.0621550779103342	0.138844384759221	-0.0124243083520635	0.409234832663895	-0.319733746538787	-0.294187450698677	0.102420841432154	0.0590219204601393	-0.021202519733855	0.0158274594577647	-0.0544680038978131	0.0996105895012414	0.452911495660497	-0.0880037199667358	-0.344524800325365	-0.116475997837808	0.183137709708352	0.209239125856796	-0.062359637114732	-0.136922337356214	-0.0825078368772696	-0.279829068370724	-0.316721677602294	-0.312348443938913	-0.259886909440796	0.0262187931554823	0.0100036987490787	0.0433341007444141	0.0493201930827292	0.0503467815224937	0.274305880045294	-0.104993747223495	-0.175924409088853	-0.0323509668860752	0.323280475239219	0.0547465516755939	0.16119419009736	-0.223764045706487	-0.0391127917462567	0.170705555284142	-0.198189536060973	-0.271298043800142	0.239927150445858	0.175051932204601	0.0905344121497702	0.0323348400609969	0.185303323881501	0.153019274123199	0.0719623844630026	0.230514732631488	-0.314875673481663	-0.193091048101467	-0.166364900625028	-0.0601151865644843	-0.243720490356954	1	-0.256064540252905	0.246053596933746
g__Sutterella	-0.0566187154032634	-0.00273220820251619	-0.171818350368833	-0.110519085001782	-0.0713197694893444	0.0685154289628644	0.4084504735643	-0.202214716769263	0.212361966728295	-0.0373798914750757	0.0292264999488332	-0.301064297140556	-0.178533884310349	-0.0453021504974209	0.338587468236791	0.112967255363769	0.34279151102321	-0.0965123330658973	-0.0965052396347185	0.386279148533606	0.313608900157969	0.047210417032704	-0.0947468458255635	0.079774368949831	0.241562364573016	0.111130576605537	0.311651336165801	-0.125696074132922	-0.0909335159153751	0.342242635809577	0.0995117434733063	-0.1404774595391	0.322995291729247	0.257084905730139	0.0825882210958777	0.0142066391839243	-0.341111854689509	-0.221705916053144	0.176745768510126	-0.0178193202932382	-0.119097765237573	0.266232409083513	-0.221395951452613	-0.13188843250452	0.211379610252543	-0.133028014299648	-0.123465478130047	-0.298443699827635	-0.208266047229307	-0.161546725229751	-0.206858030677207	0.383504943113711	0.0996377505175152	-0.136124805498768	0.181668735049974	-0.131879912224242	-0.256064540252905	1	-0.220679905233561
g__Veillonella	-0.097388169442509	0.174773546059436	0.133383601334822	0.0490046870973347	0.0596822091883542	-0.274569252952117	-0.0415163630353805	0.0672852892780008	-0.198994833902587	0.144205017175456	-0.0613543948087146	-0.110195912321641	0.0985176506025602	0.266154513318549	-0.226617720763159	0.0136176088033324	-0.336467239691203	-0.0539257394265323	0.273874984700817	-0.206434814890304	-0.143406256425499	-0.262937095827309	-0.102978744205728	-0.0287730805440427	-0.197574201510876	-0.0548183522457337	-0.0365967866256181	0.202803864905588	0.122260179150476	-0.252106806672754	0.0224037978367665	0.226916587906231	-0.113390683786856	-0.0941377912710422	-0.0624868317571599	-0.148418610671032	-0.0412607957048289	0.374220729377307	0.0762104237888517	0.101430776980539	0.250306125597236	0.0740034496397781	0.281928650559158	0.539518262193037	-0.125343897272612	0.123090803802371	-0.105019176627486	0.236860775802785	0.107873798886753	0.125057364360555	-0.140268297380142	-0.29996468847002	-2.82306086964157e-05	-0.263285202908611	0.01180550142721	0.00382976487707943	0.246053596933746	-0.220679905233561	1
